Clave de metrópoli,Tipo de metrópoli,Nombre de la metrópoli,Clave de municipio,Municipio,ODS,Nombre del ODS,Clave de indicador,Indicador,Año,Valor,Ponderador
15.3.03,Zona conurbada,Tianguistenco,15101,Tianguistenco,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,158.002564361904,NA
16.1.01,Zona metropolitana,La Piedad-Pénjamo,16069,La Piedad,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,98.6736191411099,NA
16.1.01,Zona metropolitana,La Piedad-Pénjamo,11023,Pénjamo,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,34.0115523404899,NA
16.1.02,Zona metropolitana,Morelia,16053,Morelia,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,145.492346129684,NA
16.1.02,Zona metropolitana,Morelia,16088,Tarímbaro,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,34.7659997915311,NA
16.1.02,Zona metropolitana,Morelia,16022,Charo,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,10.7579507407861,NA
16.1.03,Zona metropolitana,Zamora,16108,Zamora,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,97.7222843783381,NA
16.1.03,Zona metropolitana,Zamora,16043,Jacona,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,62.0674539239204,NA
17.1.01,Zona metropolitana,Cuautla,17006,Cuautla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,85.5773513405869,NA
17.1.01,Zona metropolitana,Cuautla,17002,Atlatlahucan,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,48.9552802335015,NA
17.1.01,Zona metropolitana,Cuautla,17030,Yecapixtla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,37.3846449844071,NA
17.1.01,Zona metropolitana,Cuautla,17004,Ayala,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,117.987683624891,NA
17.1.02,Zona metropolitana,Cuernavaca,17009,Huitzilac,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,136.139394322601,NA
17.1.02,Zona metropolitana,Cuernavaca,17028,Xochitepec,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,86.0049365374151,NA
17.1.02,Zona metropolitana,Cuernavaca,17008,Emiliano Zapata,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,53.8125489018914,NA
17.1.02,Zona metropolitana,Cuernavaca,17020,Tepoztlán,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,36.4052183323753,NA
17.1.02,Zona metropolitana,Cuernavaca,17011,Jiutepec,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,210.872883958893,NA
17.1.02,Zona metropolitana,Cuernavaca,17007,Cuernavaca,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,185.966934131685,NA
17.1.02,Zona metropolitana,Cuernavaca,17029,Yautepec,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,40.4918843200654,NA
17.1.02,Zona metropolitana,Cuernavaca,17018,Temixco,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,28.802067666443,NA
18.1.01,Zona metropolitana,Tepic,18017,Tepic,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,139.727719052714,NA
18.1.01,Zona metropolitana,Tepic,18008,Xalisco,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,35.428896250261,NA
19.1.01,Zona metropolitana,Monterrey,19006,Apodaca,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,198.014206200295,NA
19.1.01,Zona metropolitana,Monterrey,19046,San Nicolás de los Garza,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,209.364110618866,NA
19.1.01,Zona metropolitana,Monterrey,19049,Santiago,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,66.0292454943645,NA
19.1.01,Zona metropolitana,Monterrey,19031,Juárez,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,21.8991527680838,NA
19.1.01,Zona metropolitana,Monterrey,19012,Ciénega de Flores,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,117.087445823388,NA
19.1.01,Zona metropolitana,Monterrey,19045,Salinas Victoria,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,97.6664868201529,NA
19.1.01,Zona metropolitana,Monterrey,19039,Monterrey,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,401.707596666217,NA
19.1.01,Zona metropolitana,Monterrey,19026,Guadalupe,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,77.9278244802157,NA
19.1.01,Zona metropolitana,Monterrey,19018,García,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,113.322412363228,NA
19.1.01,Zona metropolitana,Monterrey,19048,Santa Catarina,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,256.388951686417,NA
19.1.01,Zona metropolitana,Monterrey,19041,Pesquería,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,NA,NA
19.1.01,Zona metropolitana,Monterrey,19009,Cadereyta Jiménez,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,765.283866208756,NA
19.1.01,Zona metropolitana,Monterrey,19021,General Escobedo,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,78.0729256209649,NA
19.1.01,Zona metropolitana,Monterrey,19010,El Carmen,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,94.7075809898779,NA
19.1.01,Zona metropolitana,Monterrey,19019,San Pedro Garza García,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,792.345671712526,NA
19.1.01,Zona metropolitana,Monterrey,19025,General Zuazua,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,201.846291777691,NA
20.1.01,Zona metropolitana,Oaxaca,20293,San Pablo Etla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,76.1747008399465,NA
20.1.01,Zona metropolitana,Oaxaca,20409,Santa María del Tule,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,64.3295042388646,NA
20.1.01,Zona metropolitana,Oaxaca,20087,San Agustín Yatareni,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,71.2297632981322,NA
20.1.01,Zona metropolitana,Oaxaca,20045,Magdalena Apasco,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,43.8459954439972,NA
20.1.01,Zona metropolitana,Oaxaca,20115,San Bartolo Coyotepec,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,43.6277460077222,NA
20.1.01,Zona metropolitana,Oaxaca,20083,San Agustín de las Juntas,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,105.452853719212,NA
20.1.01,Zona metropolitana,Oaxaca,20399,Santa María Atzompa,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,11.6822976795604,NA
20.1.01,Zona metropolitana,Oaxaca,20067,Oaxaca de Juárez,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,231.288818164508,NA
20.1.01,Zona metropolitana,Oaxaca,20519,Santo Domingo Tomaltepec,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,8.55793894920132,NA
20.1.01,Zona metropolitana,Oaxaca,20091,San Andrés Huayápam,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,9.58222138752389,NA
20.1.01,Zona metropolitana,Oaxaca,20157,San Jacinto Amilpas,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,63.2557340928067,NA
20.1.01,Zona metropolitana,Oaxaca,20375,Santa Cruz Amilpas,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,9.32280569276239,NA
20.1.01,Zona metropolitana,Oaxaca,20338,Villa de Etla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,41.4620110420635,NA
20.1.01,Zona metropolitana,Oaxaca,20553,Tlalixtac de Cabrera,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,182.02555173933,NA
20.1.01,Zona metropolitana,Oaxaca,20565,Villa de Zaachila,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,15.3066278638382,NA
20.1.01,Zona metropolitana,Oaxaca,20539,Soledad Etla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,15.5222822511614,NA
20.1.01,Zona metropolitana,Oaxaca,20174,Ánimas Trujano,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,23.7896816737924,NA
20.1.01,Zona metropolitana,Oaxaca,20350,San Sebastián Tutla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,31.2854201514879,NA
20.1.01,Zona metropolitana,Oaxaca,20403,Santa María Coyotepec,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,42.4429766364188,NA
20.1.01,Zona metropolitana,Oaxaca,20390,Santa Lucía del Camino,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,43.0331605283604,NA
20.1.01,Zona metropolitana,Oaxaca,20063,Nazareno Etla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,20.9058504829193,NA
20.1.01,Zona metropolitana,Oaxaca,20107,San Antonio de la Cal,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,23.5281156138545,NA
20.1.01,Zona metropolitana,Oaxaca,20227,San Lorenzo Cacaotepec,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,92.7648007934006,NA
20.1.01,Zona metropolitana,Oaxaca,20385,Santa Cruz Xoxocotlán,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,39.7122186519492,NA
20.3.03,Zona conurbada,Salina Cruz,20308,San Pedro Huilotepec,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,12.5491908252709,NA
20.3.03,Zona conurbada,Salina Cruz,20079,Salina Cruz,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,692.969662418105,NA
20.3.04,Zona conurbada,Tehuantepec,20515,Santo Domingo Tehuantepec,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,37.4144734632817,NA
20.3.04,Zona conurbada,Tehuantepec,20124,San Blas Atempa,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,13.9108538779252,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29058,Santa Catarina Ayometla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,10.2960737011411,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21140,San Pedro Cholula,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,58.6717597023734,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29044,Zacatelco,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,30.8255353887415,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21163,Tepatlaxco de Hidalgo,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,14.6471827670617,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21106,Ocoyucan,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,17.7958759853193,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21136,San Miguel Xoxtla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,399.123164009317,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29017,Mazatecochco de José María Morelos,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,13.2648308847555,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29042,Xicohtzinco,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,187.90648919022,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29028,Teolocholco,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,117.007143796185,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29027,Tenancingo,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,11.6226050434816,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29029,Tepeyanco,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,7.69659333962323,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21181,Tlaltenango,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,10.5456844010692,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21114,Puebla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,147.469261484754,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21001,Acajete,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,15.132589892206,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29054,San Lorenzo Axocomanitla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,8.87140918816836,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21015,Amozoc,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,45.0704109328428,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21041,Cuautlancingo,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,966.275858145679,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29025,San Pablo del Monte,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,18.3043869330222,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21125,San Gregorio Atzompa,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,39.7557817002044,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21090,Juan C. Bonilla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,21.0573199371554,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21034,Coronango,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,51.8118211863253,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29051,San Jerónimo Zacualpan,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,11.4876864016567,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29022,Acuamanala de Miguel Hidalgo,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,15.0473192428877,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29041,Papalotla de Xicohténcatl,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,127.218218345628,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29032,Tetlatlahuca,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,21.1716441065119,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29053,San Juan Huactzinco,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,15.8979918487277,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,29059,Santa Cruz Quilehtla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,142.655649581213,NA
21.1.01,Zona metropolitana,Puebla-Tlaxcala,21119,San Andrés Cholula,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,106.394496123867,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21143,San Salvador el Verde,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,16.7207500429036,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21122,San Felipe Teotlalcingo,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,9.9409436611285,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21132,San Martín Texmelucan,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,86.9587178381154,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21074,Huejotzingo,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,121.024437420621,NA
21.1.02,Zona metropolitana,San Martín Texmelucan,21048,Chiautzingo,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,12.9104622125047,NA
21.1.03,Zona metropolitana,Tehuacán,21149,Santiago Miahuatlán,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,69.4634463794708,NA
21.1.03,Zona metropolitana,Tehuacán,21156,Tehuacán,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,82.1491133088982,NA
21.3.05,Zona conurbada,Teziutlán,21054,Chignautla,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,10.6308601678206,NA
21.3.05,Zona conurbada,Teziutlán,21174,Teziutlán,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,69.4036746493166,NA
22.1.01,Zona metropolitana,Querétaro,22014,Querétaro,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,228.640958705221,NA
22.1.01,Zona metropolitana,Querétaro,22011,El Marqués,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,241.231897729506,NA
22.1.01,Zona metropolitana,Querétaro,22008,Huimilpan,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,11.5026653374499,NA
22.1.01,Zona metropolitana,Querétaro,22006,Corregidora,8,Trabajo decente y crecimiento económico,68,Producto Interno Bruto per cápita,2010,99.8434274293718,NA
